host                            logname  time       method  url                                                 response  bytes
piweba4y.prodigy.com            -        807249610  GET     /images/launchmedium.gif                            200       11853
piweba4y.prodigy.com            -        807249610  GET     /images/launchmedium.gif                            200       11853
piweba4y.prodigy.com            -        807249610  GET     /images/launchmedium.gif                            200       11853
piweba4y.prodigy.com            -        807249610  GET     /images/launchmedium.gif                            200       11853
piweba4y.prodigy.com            -        807249610  GET     /images/launchmedium.gif                            200       11853
piweba4y.prodigy.com            -        807249610  GET     /images/launchmedium.gif                            200       11853
piweba4y.prodigy.com            -        807249610  GET     /images/launchmedium.gif                            200       11853
piweba4y.prodiy.com            -        807249610  GET     /images/launchmedium.gif                            200       11853
piweba4y.prodiy.com            -        807249610  GET     /images/launchmedium.gif                            200       11853
piweba4y.prodiy.com            -        807249610  GET     /images/launchmedium.gif                            200       11853
piweba4y.prodiy.com            -        807249610  GET     /images/launchmedium.gif                            200       11853
piweba4y.prodiy.com            -        807249610  GET     /images/launchmedium.gif                            200       11853
piweba4y.prodiy.com            -        807249610  GET     /images/launchmedium.gif                            200       11853
piweba4y.prodiy.com            -        807249610  GET     /images/launchmedium.gif                            200       11853
piweba4y.prodiy.com            -        807249610  GET     /images/launchmedium.gif                            200       11853
piweba4y.prodiy.com            -        807249610  GET     /images/launchmedium.gif                            200       11853
piweba4y.prodiy.com            -        807249610  GET     /images/launchmedium.gif                            200       11853
piweba4y.prodiy.com            -        807249610  GET     /images/launchmedium.gif                            200       11853
piweba4y.prodiy.com            -        807249610  GET     /images/launchmedium.gif                            200       11853
piweba4y.prodiy.com            -        807249610  GET     /images/launchmedium.gif                            200       11853
piweba4y.prodiy.com            -        807249610  GET     /images/launchmedium.gif                            200       11853
piweba4y.qrodiy.com            -        807249610  GET     /images/launchmedium.gif                            200       11853
piweba4y.qrodiy.com            -        807249610  GET     /images/launchmedium.gif                            200       11853
piweba4y.qrodiy.com            -        807249610  GET     /images/launchmedium.gif                            200       11853
piweba4y.qrodiy.com            -        807249610  GET     /images/launchmedium.gif                            200       11853
piweba4y.qrodiy.com            -        807249610  GET     /images/launchmedium.gif                            200       11853
piweba4y.qrodiy.com            -        807249610  GET     /images/launchmedium.gif                            200       11853
piweba4y.qrodiy.com            -        807249610  GET     /images/launchmedium.gif                            200       11853
piweba4y.qrodiy.com            -        807249610  GET     /images/launchmedium.gif                            200       11853
piweba4y.qrodiy.com            -        807249610  GET     /images/launchmedium.gif                            200       11853
piweba4y.qrodiy.com            -        807249610  GET     /images/launchmedium.gif                            200       11853
piweba4y.qrodiy.com            -        807249610  GET     /images/launchmedium.gif                            200       11853
piweba4y.qrodiy.com            -        807249610  GET     /images/launchmedium.gif                            200       11853
piweba4y.krodiy.com            -        807249610  GET     /images/launchmedium.gif                            200       11853
piweba4y.krodiy.com            -        807249610  GET     /images/launchmedium.gif                            200       11853
piweba4y.krodiy.com            -        807249610  GET     /images/launchmedium.gif                            200       11853
piweba4y.krodiy.com            -        807249610  GET     /images/launchmedium.gif                            200       11853
piweba4y.krodiy.com            -        807249610  GET     /images/launchmedium.gif                            200       11853
piweba4y.kghdiy.com            -        807249610  GET     /images/launchmedium.gif                            200       11853
piweba4y.kghdiy.com            -        807249610  GET     /images/launchmedium.gif                            200       11853
piweba4y.kghdiy.com            -        807249610  GET     /images/launchmedium.gif                            200       11853
piweba4y.kghdiy.com            -        807249610  GET     /images/launchmedium.gif                            200       11853
piweba4y.kghdiy.com            -        807249610  GET     /images/launchmedium.gif                            200       11853
piweba4y.kghdiy.com            -        807249610  GET     /images/launchmedium.gif                            200       11853
piweba4y.kghdiy.com            -        807249610  GET     /images/launchmedium.gif                            200       11853
piweba4y.kghdiy.com            -        807249610  GET     /images/launchmedium.gif                            200       11853
piweba4y.kghdiy.com            -        807249610  GET     /images/launchmedium.gif                            200       11853
piweba4y.kghdiy.com            -        807249610  GET     /images/launchmedium.gif                            200       11853
piweba4y.kghdiy.com            -        807249610  GET     /images/launchmedium.gif                            200       11853
piweba4y.kghdiy.com            -        807249610  GET     /images/launchmedium.gif                            200       11853
piweba4y.kghdiy.com            -        807249610  GET     /images/launchmedium.gif                            200       11853
